,new_cost,new_Q,new_GHG
0,0.04156863223890272,651246651363.7305,38.772591831096264
1,0.04123961848402487,664404798993.2743,38.5896360010185
2,0.041295788618510326,661187171946.5908,38.622811446456765
3,0.04129289917441175,661281354813.5612,38.621434427826216
4,0.04170079579069003,646243282812.8105,38.84421518423848
5,0.041670522654689506,647351117837.2733,38.827835834354964
6,0.04127981994022242,661778990466.1705,38.61435486159213
7,0.041702680881761774,646138654571.1741,38.84544214037044
8,0.041292557799172666,661290433882.989,38.62118916413927
9,0.041621855100555,649264468076.665,38.80143956578214
10,0.04170205403295736,646189208142.6027,38.844989501805614
11,0.04167041746705577,647357436485.7924,38.82775926198053
12,0.04129071757735578,661391718630.455,38.61999037072469
13,0.041639149168908166,648564325496.704,38.81096299120085
14,0.04161908872123882,649338149153.032,38.799940491474274
15,0.04129327851211577,661260460707.2762,38.62168852411467
16,0.04157222633316447,651149239912.1702,38.77423106928324
17,0.04163908869749976,648567848767.156,38.810932435959145
18,0.04167100864906891,647326360073.38,38.828173459879416
19,0.04129262832061142,661286998696.3015,38.62124160773057
20,0.041279820958135635,661778939395.7977,38.6143558513575
21,0.041621906814361634,649259984211.6315,38.80137487411364
22,0.04169493213596682,646438246616.6044,38.84121317733999
23,0.0412954024552742,661204781598.4913,38.6225456600313
24,0.04159732987837709,650441780818.3018,38.78717410755597
25,0.04127643588441816,661916395387.6172,38.61227265317795
26,0.04129289085305346,661282508169.0792,38.621427405495304
27,0.04170302234660389,646123306737.3201,38.84563189562829
28,0.04160976396435918,649955265692.3152,38.7946412188757
29,0.041622352936962384,649236941340.4784,38.80168888690998
30,0.041623677125410034,649143968100.0527,38.80235853613849
31,0.041285756315829904,661553720582.7983,38.61758055816887
32,0.04163907911322089,648568329602.6,38.810925147879175
33,0.04128000748065331,661769953811.1786,38.614473030439406
34,0.0413023860437518,660938030535.8485,38.626394013059986
35,0.041670387783621136,647358915658.6625,38.8277375388949
36,0.041290663578253894,661393489328.0747,38.61995091279856
37,0.041702719649133926,646136358517.6001,38.84546579755041
38,0.04129201832593519,661327378271.8716,38.620907826298804
39,0.041581737598738754,651010837515.5911,38.77883950009327
40,0.04128672151024741,661525113363.1306,38.618054524966226
41,0.04159732987837709,650441780818.3018,38.78717410755597
42,0.04169500145937244,646434631195.2378,38.84126291775833
43,0.041638495436404244,648587725882.509,38.81058255667057
44,0.04170324342598808,646115197678.195,38.84574826216525
45,0.041669735416538296,647399970036.2523,38.82758143454676
46,0.04128793647492581,661477312603.9868,38.61870680890711
47,0.04170270683943376,646136751458.1272,38.84545961097155
48,0.041669856000354506,647392157757.3086,38.82764475224801
49,0.04170246954341304,646159227483.1392,38.84534692269316
50,0.04127989530249377,661778690217.488,38.614397591692814
51,0.041668735009140624,647476018931.2795,38.82690686563048
52,0.04129555376272825,661202838315.2166,38.622607340321096
53,0.04170120926518799,646220285496.5607,38.84449078547803
54,0.041277482773008134,661867484917.2623,38.61306468694074
55,0.04168524928713921,646854313293.3203,38.83574813513535
56,0.04161910627223538,649331464249.915,38.79991189606218
57,0.04129615329948041,661171491208.5178,38.622959457445496
58,0.04127980769391783,661772470470.65,38.614442287340125
59,0.0412780421144258,661846263258.241,38.61342648791262
60,0.04168529390048243,646851386176.5566,38.83577792339452
61,0.041278840450981714,661832446699.9502,38.61365847503563
62,0.04129230039494206,661313181764.4562,38.62110024479082
63,0.04170117463075824,646221354986.0491,38.84447428026129
64,0.04162003007422273,649325465864.2588,38.800429715801684
65,0.04128543357679142,661586037607.8518,38.61718856821273
66,0.041670059751084704,647390370725.8691,38.827764140747824
67,0.041703000518050974,646123983450.0693,38.845621575577084
68,0.041293326642224494,661257995265.5315,38.621715867307906
69,0.0412833251222767,661646950385.1001,38.616169888446315
70,0.04158147234052406,651043728598.5175,38.77857718235959
71,0.04127989341251226,661778870494.2429,38.614396662705126
72,0.041296151015501326,661171589725.4115,38.62295820784901
73,0.04170321274383024,646116069835.1062,38.845734463601225
74,0.04127887998407988,661830465593.8451,38.61368470331318
75,0.04129296675062487,661277811774.0869,38.6214835436405
76,0.04128778548459135,661485002885.8971,38.618624025013496
77,0.041694212186118726,646502399407.8253,38.840734129480595
78,0.04129229892407227,661313272065.3815,38.62109953170294
79,0.041290798621823076,661387273479.3427,38.620079756871235
80,0.041292036109662866,661326226779.4296,38.62087019160731
81,0.04167051405676335,647351609079.8286,38.82783183770008
82,0.04170261717103927,646141326228.1409,38.845409395440754
83,0.04169506720981877,646430042402.9075,38.8413000946551
84,0.04128730765576635,661496402816.113,38.618430733616776
85,0.041279068557647285,661810619364.4937,38.61389242489874
86,0.04170260746837808,646143042620.4655,38.84540220234487
87,0.041277367162358594,661908070504.4042,38.61281605693457
88,0.041286740534724184,661524387083.4757,38.618063919221704
89,0.04163915372068073,648564059205.7869,38.810964844617025
90,0.041670407089992416,647357811577.5804,38.82775417018875
91,0.04129081144124484,661386742221.809,38.62008685573815
