,0,1,2
0,0.0369817377486015,648004572350.3982,35.73854208516936
1,0.049094209924013,365664595407.4446,44.23413271472204
2,0.0421300436900618,488953035813.8767,39.46453853114911
3,0.0382744154669897,587493497769.6877,36.57594920916766
4,0.0400473183400421,542242549458.9553,37.906600274462
5,0.0363758425242358,671745460937.7488,35.33539801493067
6,0.044795495528494,437734926279.0791,41.43435118069217
7,0.039991076402268,544835975158.8821,37.87484467449066
8,0.0480507729105244,385769120690.5073,43.55892992362168
9,0.0419627193873549,494475133434.3816,39.36002172510453
10,0.0364677475757964,667313436468.0562,35.39774038112236
11,0.0372247844613136,637508431523.9788,35.89061480281485
12,0.0394915701041893,569021551149.5835,37.55135598573387
13,0.045904515552701,435467528662.4424,42.12810100119396
14,0.0417949401613758,502783368885.4944,39.25284689536538
15,0.0400349501116225,542360959576.0986,37.90060523761664
16,0.0459010177426659,434847435790.9248,42.128136985609046
17,0.0374023424276679,629012739995.1948,36.016431707958375
18,0.0365237709165347,664839532860.9163,35.43351446936647
19,0.0382608853938773,589577179145.5752,36.56241193833761
20,0.0474960022105004,400609171892.18335,43.22095714100072
21,0.0460501473413913,419425204898.6494,42.23439636547991
22,0.0417079255153925,507703112184.6516,39.19650173190736
23,0.0370764567233045,643218836250.7014,35.7976747497538
24,0.0364374643557998,669063959544.9487,35.37473840167284
25,0.0397306285359123,558134771974.6572,37.70788244007562
26,0.0375715163605749,620874868155.6533,36.12055259480485
27,0.0473914509636432,407643512396.3652,43.146705013128354
28,0.0394979164258026,568992400674.7141,37.55790938073636
29,0.039751028783658,556687143530.2749,37.72245570189951
30,0.0445996091069644,444921288372.2981,41.32229363681693
31,0.0365221298381037,664926257298.2253,35.432619262511295
32,0.0481239152344233,382995873742.6338,43.59912471093888
33,0.0417079231274857,507703245060.18994,39.19650027804467
34,0.0372647855430142,635032043200.426,35.9184455543028
35,0.0365014960874502,666215867238.4065,35.41632968108759
36,0.0376960137461737,617447542542.8689,36.18717583413246
37,0.0420841927089586,491076938751.2908,39.43741303848483
38,0.0397510688478098,556672389741.5615,37.72267605952505
39,0.0370762138264146,643397931152.864,35.79844556841039
40,0.0461930869643269,418190057195.4033,42.30348549121046
41,0.0480499363686241,385826989413.6199,43.55847689879504
42,0.0377769855815541,611107250051.4084,36.25033873187151
43,0.0364039584749387,670861184419.1038,35.35136183400109
44,0.0480846735067604,384058530618.1201,43.58298040085154
45,0.0397486310720869,556751857726.3208,37.72114204054757
46,0.0421091227070722,489695941492.3384,39.45373317742597
47,0.0472810466739503,414450808103.3977,43.07544164446894
48,0.0373933311707209,629431741740.1038,36.01082314130185
49,0.0364678180972452,667700799371.7429,35.39288404323764
50,0.0417176407877513,507369114061.3384,39.201791532114974
51,0.0400364906191735,542340103465.573,37.90151499513661
52,0.0377852056985443,610827009811.8735,36.25459279445701
53,0.037237715256623,636897725355.2529,35.89819874489182
54,0.0460074691306858,421982448054.2019,42.20737122371371
55,0.0475152648288609,398747839976.6384,43.2183283682724
56,0.047579563477351,395550860959.4756,43.26150529190654
57,0.0444428435857635,452630953876.9929,41.22397342770918
58,0.0397519242467116,556634681047.6777,37.723112220672
59,0.0378905863906615,605994166104.5615,36.32228026944582
60,0.0364851338182597,666673703157.9885,35.40720915158759
61,0.0417215439685667,506973760825.3281,39.20529986530888
62,0.0375055931251253,625408402805.0486,36.065412699103646
63,0.0364572817338805,668106051910.1982,35.38735199233623
64,0.0474985435467494,400322818404.00415,43.22146153329285
65,0.0366024583159493,661692872028.5088,35.48207161677604
66,0.0374998166990143,623467190830.2683,36.070123048562166
67,0.0446364692577403,442765365604.8176,41.34518235077376
68,0.0421121348549431,489574629432.5017,39.45518671059264
69,0.0400341472838094,542391463365.4871,37.90013665635784
70,0.0397494450098986,556749543531.2256,37.72181360036068
71,0.0395614555896187,565962084489.1042,37.59831019488227
72,0.0364898866921267,666635254910.9695,35.40938207697448
73,0.0419995660562325,492551802956.1304,39.38328595728687
74,0.047710692594104,387755794483.7522,43.34447235292895
75,0.0446241076205773,443329630705.135,41.33874633799576
76,0.0374060839577028,628544444099.6753,36.009799426577395
77,0.0372978899782048,633314118576.2217,35.94291567271742
78,0.0397459756262283,556854835808.3887,37.71984799253693
79,0.0480849763485913,383527700848.68384,43.5852324858494
80,0.0363971629271876,671057986501.0391,35.34729509387082
81,0.0418549168823577,500359901572.2024,39.28882962251967
82,0.047267009549069,414983891966.20654,43.06840806418325
83,0.0394898401641062,569390985243.2776,37.55294149235953
84,0.0480639961641976,384160768349.99634,43.568829541004206
85,0.0446278421465448,443156167233.0449,41.340608456531314
86,0.0364710993039969,667588346231.7002,35.39470764010073
87,0.0400168312015845,542648555880.2759,37.89018135505785
88,0.0377729114769198,613591480266.8025,36.237527532304064
89,0.0369806861248888,648013793170.0408,35.73819246943439
90,0.0416075694707164,513961067437.99023,39.128322799929066
91,0.0365032861304804,666316753724.8242,35.41584556273631
